Date,Open,High,Low,Close,Adj Close,Volume,RSI_14_Day,Moving Average Convergence Divergence_MACD,SIGNAL,True Strength Index TSI,signal,SMA_20,SMA_50,Vol_Avg,Vol_Avg_Ind
2021-01-19,213.75,216.97999572753906,212.6300048828125,216.44000244140625,213.70018005371094,30480900,49.40483397352494,-0.2636884230761325,-0.15819494563092518,,,,,26848030.0,-192679354.44102684
2021-01-20,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789062,221.50018310546875,37777300,64.95269693561869,0.25125426736326517,-0.07026242631673796,,,,,28243460.0,-537660055.0300192
2021-01-21,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,222.12220764160156,30709400,65.85386354854792,0.665404545777676,0.08543026428601788,,,,,27721330.0,359467458.7121243
2021-01-22,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,223.0897979736328,30172700,67.26393747138519,1.0235561305142653,0.2816868954514488,,,,,27969150.0,107114319.07985413
2021-01-25,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,226.62448120117188,33152100,71.83895557649488,1.4930397160421762,0.5327924508648315,,,,,28988740.0,62223291.53911122
2021-01-26,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,229.38905334472656,49169600,74.80477408818841,2.0003343376151577,0.8348016309067674,,,,,31602570.0,58899741.18353319
2021-01-27,238.0,240.44000244140625,230.13999938964844,232.89999389648438,229.95181274414062,69870600,75.37335983335048,2.3976669206576275,1.1545753529337575,,,,,36264700.0,60516275.37558283
2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,235.90548706054688,49111200,80.41003984926368,3.052715759198719,1.541167662104859,,,,,39167110.0,31866227.930662706
2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,229.0237274169922,42503100,64.0927668766664,3.0718798671355216,1.8517865936854574,,,,,40469340.0,22952482.83194966
2021-02-01,235.05999755859375,242.5,232.42999267578125,239.64999389648438,236.61636352539062,33314200,71.06845847459994,3.5508482249779263,2.195562384969295,,,220.03792877197264,,40626110.0,15173424.462027255
2021-02-02,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,236.4781494140625,25916300,70.7987985380911,3.86909153063246,2.533384069177497,,,221.11511840820313,,40169650.0,10229913.543434469
2021-02-03,239.57000732421875,245.08999633789062,239.25999450683594,243.0,239.92398071289062,27158100,73.49838095575006,4.303473830744565,2.890033630765557,,,222.35423278808594,,39107730.0,9397157.081803903
2021-02-04,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,238.9464874267578,25296100,71.47966798196528,4.5220805309652405,3.2183812329445693,,,223.8233955383301,,38566400.0,7859883.01853725
2021-02-05,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,239.13409423828125,18054800,71.6406580969899,4.651554497391686,3.5063759022073646,,,225.00376205444337,,37354610.0,5149134.178293315
2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,239.40069580078125,22211900,71.88354346820843,4.716310734097107,3.749280536347551,,,226.13180084228514,,36260590.0,5924309.953513972
2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,240.6842498779297,23565000,73.07905542124975,4.802730430000253,3.9606092168237232,,,227.4291679382324,,33700130.0,5949842.2363664415
2021-02-10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,239.74624633789062,22186700,70.71284075153858,4.746605023468959,4.118189383617362,,,228.8060157775879,,28931740.0,5387488.998990985
2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,241.39512634277344,15751100,72.40437178763581,4.766931291980228,4.248189221546925,,,230.1956985473633,,25595730.0,3707720.9085014425
2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,241.8887939453125,16561100,72.90888015348679,4.7633975786150415,4.351390589342177,,,231.77396392822266,,23001530.0,3805932.761026546
2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,240.6151123046875,26728500,69.38438362094243,4.611659856130075,4.403508962120201,,,233.3068115234375,,22342960.0,6069818.462940238
2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,241.6641082763672,21653500,69.9899277550765,4.476285705850557,4.418078740075467,,,234.70500793457032,,21916680.0,4901112.287471392
2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,241.2583465576172,16925600,68.7884364098368,4.288549026674474,4.392152256318583,,,235.69291610717772,,20893430.0,3853600.470168289
2021-02-19,243.75,243.86000061035156,240.17999267578125,240.97000122070312,238.46763610839844,25262600,61.02842915919243,3.883445109989566,4.290346299861875,,,236.51018753051758,,20890080.0,5888242.6345895
2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,232.07473754882812,36446900,47.741789684832334,3.040883449638301,4.0403269549481005,,,236.95943450927734,,22729290.0,9020779.85430468
2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,230.8476104736328,30228700,45.68574001495788,2.2541064550242425,3.6829378807315067,,,237.17059097290038,,23530970.0,8207768.085948808
2021-02-24,230.00999450683594,235.1999969482422,229.0,234.5500030517578,232.11431884765625,26339700,48.16724511879987,1.7089758315131007,3.288017311835998,17.413755824826556,,237.30685424804688,,23808440.0,8010815.486032876
2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,226.61204528808594,39542200,39.68553743356061,0.8428683405636548,2.7988605252192054,9.9880274933445,,237.13986587524414,,25543990.0,14127963.735135775
2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,229.9668426513672,37819200,45.93648006839321,0.41254575404909133,2.3214984267562135,6.403322011040674,,236.84293365478516,,27750800.0,16290857.47555042
2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,234.4794921875,25324000,52.99364546998504,0.4181620102486363,1.94076788374262,6.174512188616875,,237.11572189331054,,28627090.0,13048443.460000293
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,231.4413604736328,22812500,48.41183608729362,0.18323732201096732,1.5892150420083664,4.289884854819059,,236.85697174072266,,28235490.0,14354570.902607845
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,225.1968994140625,34029500,40.63522540723572,-0.48634619943638313,1.174058646719157,-0.34981518165799563,,236.29290924072265,,29473090.0,28984497.576073892
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,224.37551879882812,44727800,39.73115035435338,-1.0687654306591128,0.7254556683226789,-4.114002104527122,,235.51548614501954,,32253310.0,61654766.72532567
2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,229.1949462890625,41872800,47.15967864832492,-1.1371343782058432,0.35291230502948606,-4.5383923270442255,,235.02790908813478,,33914330.0,118649305.79992528
2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,225.02867126464844,35267400,42.305213814839355,-1.5029770510768685,-0.018285776137649798,-6.642653977246817,,234.32263793945313,,33796380.0,-1928679413.6884139
2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,231.35231018066406,33080500,50.6146469373457,-1.2772668130212992,-0.2700929512636993,-5.274785379884765,,233.92021865844725,,34081560.0,-122478205.54081243
2021-03-10,237.0,237.0,232.0399932861328,232.4199981689453,230.00643920898438,29746800,48.99720353629586,-1.191473320818318,-0.4543754464823893,-4.8018631913154195,,233.386328125,,34422270.0,-65467445.98610904
2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,234.6675262451172,29907600,54.42860952611332,-0.7442732190054926,-0.512356617266155,-2.4726276860688583,-1.5170777428981082,233.13239212036132,,33458810.0,-58372623.66119463
2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,235.75,233.30184936523438,22653700,52.65916864654382,-0.4930797823900548,-0.508501164311461,-1.2454455417368064,-1.4722272738540103,232.72772827148438,,31942260.0,-44549947.158281095
2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,232.37158203125,26034900,51.432631780469656,-0.36409426397321454,-0.47961926897358065,-0.6600027901692287,-1.3410370467785313,232.25186767578126,,32013350.0,-54282431.26202276
2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,235.2415008544922,28092200,54.921101624111714,-0.03214311017589466,-0.39012275987718226,0.9289240592020036,-0.9811108192379855,231.9831871032715,228.772705078125,32541320.0,-72008615.97729889
2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,234.5784454345703,29562100,53.95681633758278,0.175752496522108,-0.2769464163519229,1.9217183305166128,-0.5279528154993345,231.62890396118163,229.16558685302735,32094580.0,-106743031.33944395
2021-03-18,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,228.3240966796875,34833000,45.78997023971094,-0.15902530419816685,-0.2533619784918308,0.22472458639777354,-0.41198977027879025,230.98219146728516,229.4292349243164,31105100.0,-137483138.58041304
2021-03-19,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,227.9579315185547,46430700,45.357139738424685,-0.4484852905864045,-0.2923869260858695,-1.2496765807696744,-0.539619235226248,230.45670623779296,229.79712890625,31560890.0,-158798823.94729245
2021-03-22,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,233.53936767578125,30127000,52.697236098032505,-0.22672825655777729,-0.2792551154115999,-0.22997738842466692,-0.4928864545271017,230.52993774414062,230.1573809814453,31046850.0,-107883431.0898663
2021-03-23,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,235.1128387451172,31638400,54.55075393934828,0.0746947639607356,-0.2084648084646544,1.1736422934126822,-0.24337821125415401,230.74319915771486,230.52283935546876,30902640.0,-151768541.81296673
2021-03-24,237.85000610351562,238.0,235.32000732421875,235.4600067138672,233.01486206054688,25620100,51.644980237260825,0.14294913379066543,-0.13818175705347596,1.4669059293690727,0.010936326157477591,230.78822631835936,230.8883984375,30489970.0,-185408700.4414417
2021-03-25,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,229.92726135253906,34061900,47.624334466422866,-0.0512299207824185,-0.12079133774703785,0.49500460596083595,0.08249801757390286,230.95398712158203,231.24275787353517,30905400.0,-281989591.5991318
2021-03-26,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,234.02426147460938,25479900,52.86775559742724,0.12396632008028519,-0.07183968896566156,1.2886208710408795,0.2599208507395855,231.15685806274413,231.65121368408202,31188020.0,-354677203.7415009
2021-03-29,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,232.79713439941406,25227500,51.21398072031177,0.16185724816921265,-0.025100212003636702,1.4389188277334852,0.432620516472135,231.07274017333984,232.1006866455078,31107280.0,-1005071192.0817584
2021-03-30,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,229.4423370361328,24792000,46.89502886755005,-0.07825305273209437,-0.03573079644065148,0.25360065131990717,0.40649233982141025,230.97278900146483,232.49037017822266,30777260.0,-693855230.4922528
2021-03-31,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,233.32164001464844,43623500,51.941954030700074,0.044591402218003395,-0.019666337013950562,0.7963682310477288,0.4632196995810188,231.37902603149413,232.88279937744142,32183400.0,-2218181248.956281
2021-04-01,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,239.83331298828125,30338000,58.98775075865201,0.6610880394668754,0.11648467181873552,3.6430425784989793,0.9246672999596853,232.15191574096679,233.24946197509766,31733900.0,260446284.70267454
2021-04-05,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,246.48353576660156,36910600,64.6825832257068,1.6686692722762757,0.42692183549095086,8.14318873328072,1.969837952889141,233.01634521484374,233.73668853759764,30781890.0,86457512.66752052
2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,245.28610229492188,22931900,62.98661106908034,2.3431002583701286,0.8101577606278754,11.095845832546432,3.2886445797925226,234.02921676635742,234.18061462402343,30062380.0,28305474.70436831
2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,247.30490112304688,22719800,64.66858046801289,3.0064441561558226,1.2494152603145858,14.025218955446379,4.837633961640251,234.82684631347655,234.59422302246094,29170520.0,18184346.487235527
2021-04-08,252.77000427246094,254.13999938964844,252.0,253.25,250.62010192871094,23625200,67.29674059542387,3.757514699884723,1.7510353497467146,17.32431236521677,6.63656910499968,235.8575294494629,235.01884399414064,28971030.0,13492131.95691187
2021-04-09,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,253.19314575195312,24326800,69.21099577664786,4.509356772412275,2.3026998115779493,20.66265766821233,8.654839986353862,236.7838104248047,235.48367065429687,27997520.0,10564468.663125396
2021-04-12,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,253.2525177001953,27148700,69.25571734758975,5.051699778709434,2.852499946363407,23.33420464503272,10.76492542820945,237.78134384155274,235.83061126708984,28164400.0,9517511.134263583
2021-04-13,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,255.80572509765625,23837500,71.1933971112654,5.623840133593973,3.4067680978158665,26.188428272742836,12.980010317715479,238.95305099487305,236.36625122070313,28025400.0,6997100.863801855
2021-04-14,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,252.93582153320312,23070900,66.1468845863546,5.7775841941236195,3.8809313951012037,27.16994073290828,15.016384253800151,239.8377670288086,236.6926403808594,27853290.0,5944681.225007425
2021-04-15,257.92999267578125,259.92999267578125,257.7300109863281,259.5,256.8052062988281,25627500,69.30602901225818,6.142830795724848,4.333311334777393,28.979377400811195,17.018886684651317,240.9491050720215,237.0991815185547,26053690.0,5914068.4848384
2021-04-16,259.4700012207031,261.0,257.6000061035156,260.739990234375,258.0323181152344,24878600,70.25406378173142,6.457489877457988,4.758147088053938,30.747753405912132,18.986714144029552,242.43451614379882,237.46134826660156,25507750.0,5228631.973665035
2021-04-19,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,256.0531005859375,23209300,66.67686735072151,6.471371068605862,5.100791913032092,31.215350258677145,20.738668782961085,243.83927459716796,237.80348052978516,24137620.0,4550136.6053969385
2021-04-20,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,255.57810974121094,19722900,65.81080965490406,6.370291791435875,5.354691905825674,31.360900854787577,22.259856637945127,244.94121170043945,238.13236083984376,23816720.0,3683293.146808752
2021-04-21,258.94000244140625,260.67999267578125,257.25,260.5799865722656,257.8739929199219,24030400,67.97598082633469,6.403005836678034,5.564354703301142,32.08512616465969,23.666419734795884,246.0792694091797,238.50182678222657,23947780.0,4318631.949495165
2021-04-22,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,254.49942016601562,25606200,61.782680176014345,6.084343280604031,5.668352423247757,30.943802747128114,24.707920187973823,247.15349731445312,238.77813018798827,24145880.0,4517397.31195623
2021-04-23,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,258.4381103515625,21462600,65.7096151123335,6.082025968669882,5.751087135187253,31.087056390159002,25.62063325093863,248.57903976440429,239.15196746826172,23859460.0,3731920.50398332
2021-04-26,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,258.8339538574219,19763300,66.08677000083682,6.042708976503292,5.809411505060621,31.310390518867496,26.43453183192357,249.81952438354492,239.50074401855468,23120920.0,3401945.271527769
2021-04-27,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,259.24957275390625,31014200,66.50339248089406,5.976453581304213,5.842819921047184,31.608384378307026,27.174492214351325,251.14214630126952,239.84795959472658,23838590.0,5308087.604801871
2021-04-28,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,251.91650390625,46903100,53.91845846564497,5.266468297958653,5.727549594392827,27.963229461094013,27.28727852359041,252.2658546447754,240.0739874267578,26221810.0,8189034.285432871
2021-04-29,255.4600067138672,256.1000061035156,249.0,252.50999450683594,249.88780212402344,40589000,51.04076151678417,4.486956023704977,5.479430876748154,24.03717368804518,26.822590923862098,253.09416275024415,240.23846130371095,27717960.0,7407521.130020737
2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,249.56121826171875,30945100,50.5728416640393,3.798812724358214,5.14330724246934,20.73010060996342,25.951613569392528,253.580558013916,240.40451873779296,28324610.0,6016576.210824036
2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,249.2445526123047,19626600,50.09328341195993,3.1908913792444196,4.752824066291946,17.878751353483256,24.797641628528048,253.71860885620117,240.6200570678711,27966340.0,4129460.658810429
2021-05-04,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,245.21682739257812,32756100,44.334784632883036,2.354033634107168,4.273065976382979,13.574715426354853,23.193525365471245,253.71514511108398,240.8828988647461,29269660.0,7665713.607288378
2021-05-05,249.05999755859375,249.5,245.82000732421875,246.47000122070312,243.9105224609375,21901300,42.62343388697028,1.5663975204045357,3.731732282053182,9.466617414717863,21.231656795899504,253.54542617797853,241.1441571044922,29056750.0,5868936.5540311495
2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,247.13665771484375,26491100,47.965575674048054,1.191193431968827,3.2236245096829164,7.396626784513896,19.25446227365934,253.37125396728516,241.44460388183595,29145240.0,8217799.536027765
2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,249.83831787109375,27032900,51.99634010578226,1.1011856938313827,2.799136744939735,6.811065663888296,17.476247033572147,253.2035125732422,241.90912933349608,29702270.0,9657584.628142921
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,244.6131591796875,29299900,44.772568036047396,0.5973667049250366,2.3587827356314643,3.9710748916960346,15.54639053580204,252.77154464721679,242.2020556640625,30655930.0,12421618.8110077
2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,243.6730194091797,33641600,43.5989175529573,0.12012451611664687,1.9110510906667402,1.3199517796738711,13.513548994511414,252.16490936279297,242.3859262084961,30918670.0,17603715.6538096
2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,239.0,236.51809692382812,36684400,35.88843131492946,-0.831373858193416,1.3625660998541576,-3.7787494610681462,11.042706870371505,251.34402313232422,242.4874609375,29896800.0,26923024.14094004
2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,240.50624084472656,29624300,42.04128214587843,-1.246155898127256,0.8408216994660181,-5.962717312333631,8.612927500002797,250.52907485961913,242.79364776611328,28800330.0,35232558.83954178
2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,245.5730743408203,23901100,48.768375102773206,-1.1488078113668507,0.4428957968162956,-5.465005858284598,6.601486878920638,249.90611267089844,243.21759887695313,28095930.0,53965515.527151644
2021-05-17,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,242.63392639160156,24970200,45.47137818515223,-1.296197019860756,0.09507723314303719,-6.178999885408415,4.775463948369168,249.23515396118165,243.48637847900392,28630290.0,262630696.90336952
2021-05-18,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,240.55572509765625,20168000,43.24518196435546,-1.5643071902460974,-0.2367996517926804,-7.480965452416457,3.0243489211238863,248.4840347290039,243.79691955566406,27371480.0,-85169044.15745178
2021-05-19,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,241.15087890625,25739800,43.30211267076611,-1.7533462850004753,-0.5401089786227927,-8.482199417971934,1.380398146797569,247.64787902832032,243.99289093017578,27755330.0,-47656678.594073966
2021-05-20,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,244.483642578125,21800700,48.01969621324405,-1.6135894396406059,-0.7548050709331287,-7.8773255170011005,0.057757129219672,247.14709014892577,244.2824349975586,27286290.0,-28882556.357297465
2021-05-21,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,243.18426513671875,21863100,46.39872759348041,-1.5901496700615212,-0.921873990825277,-7.8616799328417715,-1.0736709923037426,246.3843978881836,244.45276977539064,26769310.0,-23715931.046528157
2021-05-24,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,248.74884033203125,21411500,53.61927088739218,-1.1063614590289887,-0.9587714844777633,-5.53490355403732,-1.711028542858146,245.88014221191406,244.76170959472657,25980470.0,-22332224.46291538
2021-05-25,251.77000427246094,252.75,250.82000732421875,251.72000122070312,249.6812286376953,17704300,54.71992947922159,-0.6397665683422531,-0.8949705012344156,-3.322000875073864,-1.9411793988404709,245.4017250061035,245.10790252685547,24386740.0,-19781992.787003372
2021-05-26,251.42999267578125,252.94000244140625,250.75,251.49000549316406,249.45309448242188,17771600,54.37989038185149,-0.28525098906368385,-0.7730265987754288,-1.632658001638866,-1.8971029516784153,245.2785545349121,245.39213439941406,22495460.0,-22989635.839377902
2021-05-27,251.1699981689453,251.47999572753906,249.25,249.30999755859375,247.29074096679688,24426200,51.136232492388466,-0.1780828877025442,-0.6540378565414612,-1.1054881783228385,-1.7840108122759275,245.1487014770508,245.6463803100586,21975650.0,-37346767.860143825
2021-05-28,251.0,252.0800018310547,249.55999755859375,249.67999267578125,247.65773010253906,18270200,51.663216053857965,-0.06258552161631314,-0.5357473895410101,-0.5253696577292809,-1.6041990529756525,245.05352706909179,246.03305297851563,21412560.0,-34102266.02438996
2021-06-01,251.22999572753906,251.2899932861328,246.9600067138672,247.39999389648438,245.3961944580078,23213300,48.21261973452688,-0.15320255088019508,-0.4592384218008675,-0.9728709156618528,-1.5140067910124766,244.86110916137696,246.38181823730469,21236870.0,-50547382.13969742
2021-06-02,248.1300048828125,249.27000427246094,245.83999633789062,247.3000030517578,245.29701232910156,19406700,48.06101388733407,-0.23042652754463688,-0.4134760429458031,-1.3835673339740253,-1.4953721351581497,244.86511840820313,246.6169711303711,21160740.0,-46935488.358012944
2021-06-03,245.22000122070312,246.33999633789062,243.0,245.7100067138672,243.71990966796875,25307700,45.605228411414174,-0.41510422036185446,-0.41380167842903515,-2.395844368623291,-1.6240136747995435,244.8555877685547,246.78911254882811,21117530.0,-61159007.60982568
2021-06-04,247.75999450683594,251.64999389648438,247.50999450683594,250.7899932861328,248.75872802734375,25281100,53.738548698985326,-0.1499301997217799,-0.3610273826847659,-0.9784378220643569,-1.5317869250535554,244.9366912841797,247.10398986816406,21465570.0,-70025436.33116716
2021-06-07,249.97999572753906,254.08999633789062,249.80999755859375,253.80999755859375,251.75428771972656,23079200,57.780180671347146,0.30038790705759766,-0.22874432473064216,1.4820624090536747,-1.1012305059791923,245.03248977661133,247.5405303955078,21587180.0,-100895180.797062
2021-06-08,255.16000366210938,256.010009765625,252.50999450683594,252.57000732421875,250.5243377685547,22455000,55.631110332261166,0.5508827993550938,-0.0728188999081661,2.906467225819297,-0.5286948337426824,245.3280487060547,247.8705319213867,21691530.0,-308367745.57592344
2021-06-09,253.80999755859375,255.52999877929688,253.2100067138672,253.58999633789062,251.53607177734375,17937600,57.046361762056044,0.8222103191110364,0.10618694390056851,4.500992884235858,0.18983997014251047,245.7212013244629,248.2453106689453,21714860.0,168924722.20310283
2021-06-10,254.2899932861328,257.4599914550781,253.6699981689453,257.239990234375,255.15652465820312,24563600,61.7483982490899,1.3165287689964487,0.3482553089250392,7.3475468100630135,1.2123792612108373,246.65312271118165,248.7595944213867,22394060.0,70533310.96608561
2021-06-11,257.989990234375,258.489990234375,256.6099853515625,257.8900146484375,255.80123901367188,18999700,62.53496289204443,1.7406551805172796,0.62673528324836,9.91651001864415,2.455836667155209,247.4178726196289,249.2091864013672,21851410.0,30315350.847210687
2021-06-14,257.8999938964844,259.95001220703125,256.79998779296875,259.8900146484375,257.7850646972656,19150500,64.92480855818542,2.212627570857393,0.9439137407746065,12.828148105754314,3.937605816461883,248.02847213745116,249.5682214355469,21939440.0,20288400.489100277
2021-06-15,259.7699890136719,259.989990234375,257.67999267578125,258.3599853515625,256.2674255371094,18038900,61.683168453143345,2.4351553207604013,1.2421620567751055,14.390404069226372,5.430871669291707,248.71014709472655,249.76389923095704,21422000.0,14522179.212938203
2021-06-16,259.3999938964844,260.5799865722656,254.4199981689453,257.3800048828125,255.29537963867188,27220000,59.62955800118875,2.5035845453774925,1.4944465544978431,15.135452107335365,6.817247433216627,249.44712982177734,249.96408477783203,22203330.0,18214100.676986963
2021-06-17,256.07000732421875,261.75,256.010009765625,260.8999938964844,258.786865234375,27565500,64.23544039944832,2.809425071646558,1.757442257929471,17.167132373468046,8.295808942409014,250.32892913818358,250.1937240600586,22429110.0,15685010.347068965
2021-06-18,259.6300048828125,262.29998779296875,258.75,259.42999267578125,257.3287658691406,37202200,61.10032225044598,2.899775844603653,1.9859089752656176,17.974487704543737,9.67848256131904,250.97118530273437,250.3278973388672,23621220.0,18733084.176239327
2021-06-21,259.82000732421875,263.5199890136719,257.9200134277344,262.6300048828125,260.50286865234375,26696100,65.09420542909905,3.1927593928793954,2.2272790587894806,19.89515606480848,11.138012074428735,251.8371154785156,250.474091796875,23982910.0,11985970.008854324
2021-06-22,262.7200012207031,265.7900085449219,262.3999938964844,265.510009765625,263.3595275878906,24694100,68.25337665928927,3.615638951287309,2.5049510372900654,22.540126524104604,12.766890088973694,252.5676498413086,250.6762319946289,24206820.0,9858116.838369364
2021-06-23,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,263.1214294433594,19518700,67.70342247353841,3.88660482072936,2.7812817939787355,24.510705858391347,14.444582047953952,253.2396598815918,250.82254608154298,24364930.0,7017879.325373109
2021-06-24,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,264.52996826171875,21446900,69.28047171921514,4.16787448499565,3.0586003321827695,26.636398205431096,16.18627362262388,253.99350357055664,251.0544290161133,24053260.0,7011998.192223573
2021-06-25,266.2300109863281,267.25,264.760009765625,265.0199890136719,262.87347412109375,25611100,65.24540360840123,4.2075351479441565,3.2883872953354785,27.298549120414613,17.773744325999974,254.77264022827148,251.17579437255858,24714400.0,7788346.596621666
