,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Vol_Avg_Ind,Vol_Avg_Ind_lower,Vol_Avg_Ind_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
105,2021-06-04,129.34785199237638,124.53664219100288,135.58901530316524,129.34785199237638,129.34785199237638,-0.175712803165399,-0.175712803165399,-0.175712803165399,0.5242157336407854,0.5242157336407854,0.5242157336407854,-0.175712803165399,-0.175712803165399,-0.175712803165399,0.6999285368061844,0.6999285368061844,0.6999285368061844,0.0,0.0,0.0,129.87206772601715
106,2021-06-07,130.12526412537864,125.4801276835345,136.18357245403672,130.12526412537864,130.12526412537864,-0.18117717140659997,-0.18117717140659997,-0.18117717140659997,0.35369556956335707,0.35369556956335707,0.35369556956335707,-0.18117717140659997,-0.18117717140659997,-0.18117717140659997,0.534872740969957,0.534872740969957,0.534872740969957,0.0,0.0,0.0,130.478959694942
107,2021-06-08,130.3844015030461,125.84385312369773,136.35680314238942,130.3844015030461,130.3844015030461,-0.22678846064243102,-0.22678846064243102,-0.22678846064243102,0.6019638637046627,0.6019638637046627,0.6019638637046627,-0.22678846064243102,-0.22678846064243102,-0.22678846064243102,0.8287523243470937,0.8287523243470937,0.8287523243470937,0.0,0.0,0.0,130.98636536675076
108,2021-06-09,130.6435388807135,126.05288376908611,136.27431248647622,130.6435388807135,130.6435388807135,-0.21024981080722446,-0.21024981080722446,-0.21024981080722446,0.6261251537316208,0.6261251537316208,0.6261251537316208,-0.21024981080722446,-0.21024981080722446,-0.21024981080722446,0.8363749645388453,0.8363749645388453,0.8363749645388453,0.0,0.0,0.0,131.2696640344451
109,2021-06-10,130.90267625838092,126.01734094194501,137.26256530108304,130.90267625838092,130.90267625838092,-0.2900952480806193,-0.2900952480806193,-0.2900952480806193,0.4211976161492814,0.4211976161492814,0.4211976161492814,-0.2900952480806193,-0.2900952480806193,-0.2900952480806193,0.7112928642299008,0.7112928642299008,0.7112928642299008,0.0,0.0,0.0,131.3238738745302
110,2021-06-11,131.16181363604832,126.20773300210669,137.05763833586033,131.16181363604832,131.16181363604832,-0.28434295182764924,-0.28434295182764924,-0.28434295182764924,0.4155855849783499,0.4155855849783499,0.4155855849783499,-0.28434295182764924,-0.28434295182764924,-0.28434295182764924,0.6999285368059991,0.6999285368059991,0.6999285368059991,0.0,0.0,0.0,131.57739922102667
111,2021-06-14,131.9392257690506,123.89525802835563,134.65061209672254,131.9392257690506,131.9392257690506,-2.8411498923247738,-2.8411498923247738,-2.8411498923247738,-2.3062771513529765,-2.3062771513529765,-2.3062771513529765,-2.8411498923247738,-2.8411498923247738,-2.8411498923247738,0.5348727409717975,0.5348727409717975,0.5348727409717975,0.0,0.0,0.0,129.63294861769762
112,2021-06-15,132.198363146718,128.78581399952756,139.3233277413201,132.198363146718,132.198363146718,1.1991454593199753,1.1991454593199753,1.1991454593199753,2.0278977836664542,2.0278977836664542,2.0278977836664542,1.1991454593199753,1.1991454593199753,1.1991454593199753,0.8287523243464792,0.8287523243464792,0.8287523243464792,0.0,0.0,0.0,134.22626093038446
113,2021-06-16,132.50562991649815,128.3880840124956,139.1503502997053,132.50562991649815,132.50562991649815,0.6850291503212231,0.6850291503212231,0.6850291503212231,1.5214041148597222,1.5214041148597222,1.5214041148597222,0.6850291503212231,0.6850291503212231,0.6850291503212231,0.836374964538499,0.836374964538499,0.836374964538499,0.0,0.0,0.0,134.02703403135789
114,2021-06-17,132.81289668627832,128.7935810409108,139.3759898785981,132.81289668627832,132.81289668627832,0.4012420699600189,0.4012420699600189,0.4012420699600189,1.1125349341877755,1.1125349341877755,1.1125349341877755,0.4012420699600189,0.4012420699600189,0.4012420699600189,0.7112928642277567,0.7112928642277567,0.7112928642277567,0.0,0.0,0.0,133.9254316204661
