,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,MACD,MACD_lower,MACD_upper,RSI_14_Day,RSI_14_Day_lower,RSI_14_Day_upper,SMA_20,SMA_20_lower,SMA_20_upper,SMA_50,SMA_50_lower,SMA_50_upper,TSI,TSI_lower,TSI_upper,Vol_Avg_Ind,Vol_Avg_Ind_lower,Vol_Avg_Ind_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
20,2021-02-02,137.04190103594004,134.4262328174695,135.98526535903696,137.04190103594004,137.04190103594004,3.5010357214268737,3.5010357214268737,3.5010357214268737,-0.873803624589348,-0.873803624589348,-0.873803624589348,-3.3413335914866247,-3.3413335914866247,-3.3413335914866247,-1.2817883233993008,-1.2817883233993008,-1.2817883233993008,-1.0220436688001844,-1.0220436688001844,-1.0220436688001844,-0.0068111013389999305,-0.0068111013389999305,-0.0068111013389999305,-1.858208494487793,-1.858208494487793,-1.858208494487793,-3.024744588187583,-3.024744588187583,-3.024744588187583,1.1665360936997897,1.1665360936997897,1.1665360936997897,0.0,0.0,0.0,135.18369254145225
21,2021-02-03,137.10043303595404,133.4731329439645,135.07954164352782,137.10043303595404,137.10043303595404,2.5978526152883044,2.5978526152883044,2.5978526152883044,-1.6090322854351953,-1.6090322854351953,-1.6090322854351953,-3.2640454160505965,-3.2640454160505965,-3.2640454160505965,-1.2373858684544246,-1.2373858684544246,-1.2373858684544246,-0.5303656330702152,-0.5303656330702152,-0.5303656330702152,-0.008171517673852238,-0.008171517673852238,-0.008171517673852238,-2.838355847066005,-2.838355847066005,-2.838355847066005,-4.0511481053959795,-4.0511481053959795,-4.0511481053959795,1.2127922583299748,1.2127922583299748,1.2127922583299748,0.0,0.0,0.0,134.26207718888804
22,2021-02-04,137.15896503596804,136.01032050858257,137.54063133877145,137.15896503596804,137.15896503596804,2.6798879120104036,2.6798879120104036,2.6798879120104036,0.5069192570018566,0.5069192570018566,0.5069192570018566,-2.9794230124937244,-2.9794230124937244,-2.9794230124937244,-1.179198242577271,-1.179198242577271,-1.179198242577271,-0.544173921744929,-0.544173921744929,-0.544173921744929,-0.007677750716163489,-0.007677750716163489,-0.007677750716163489,-0.3715929990461836,-0.3715929990461836,-0.3715929990461836,-1.5236657585198274,-1.5236657585198274,-1.5236657585198274,1.1520727594736444,1.1520727594736444,1.1520727594736444,0.0,0.0,0.0,136.78737203692185
23,2021-02-05,137.21749703598203,135.80155732916856,137.39203779963444,137.21749703598203,137.21749703598203,2.51267890186582,2.51267890186582,2.51267890186582,0.029654025249132496,0.029654025249132496,0.029654025249132496,-2.8199832824410946,-2.8199832824410946,-2.8199832824410946,-1.1121174639067464,-1.1121174639067464,-1.1121174639067464,-0.46023238073155515,-0.46023238073155515,-0.46023238073155515,-0.007131108691778138,-0.007131108691778138,-0.007131108691778138,-0.6470796186052902,-0.6470796186052902,-0.6470796186052902,-1.8571313086562222,-1.8571313086562222,-1.8571313086562222,1.210051690050932,1.210051690050932,1.210051690050932,0.0,0.0,0.0,136.57041741737675
24,2021-02-08,137.393093036024,136.0831467509072,137.66597725442588,137.393093036024,137.393093036024,2.3471447185317995,2.3471447185317995,2.3471447185317995,0.12542187931811052,0.12542187931811052,0.12542187931811052,-2.6863885792077666,-2.6863885792077666,-2.6863885792077666,-1.0484316036138963,-1.0484316036138963,-1.0484316036138963,-0.41046325878224904,-0.41046325878224904,-0.41046325878224904,-0.006848581982559292,-0.006848581982559292,-0.006848581982559292,-0.5461135999660476,-0.5461135999660476,-0.5461135999660476,-1.679565425736561,-1.679565425736561,-1.679565425736561,1.133451825770514,1.133451825770514,1.133451825770514,0.0,0.0,0.0,136.84697943605795
25,2021-02-09,137.4516250197817,135.4056756782777,136.9906124043956,137.4516250197817,137.4516250197817,1.9222417608048656,1.9222417608048656,1.9222417608048656,-0.6243392152183994,-0.6243392152183994,-0.6243392152183994,-2.4955880534881674,-2.4955880534881674,-2.4955880534881674,-0.9898573548564573,-0.9898573548564573,-0.9898573548564573,-0.23083721524836298,-0.23083721524836298,-0.23083721524836298,-0.007667828368597774,-0.007667828368597774,-0.007667828368597774,-1.2595118126765077,-1.2595118126765077,-1.2595118126765077,-2.4260479063751195,-2.4260479063751195,-2.4260479063751195,1.1665360936986118,1.1665360936986118,1.1665360936986118,0.0,0.0,0.0,136.19211320710517
26,2021-02-10,137.51015700353938,134.88461673523912,136.47205212003806,137.51015700353938,137.51015700353938,1.3689909331446168,1.3689909331446168,1.3689909331446168,-1.1505999940325564,-1.1505999940325564,-1.1505999940325564,-2.3164184598919904,-2.3164184598919904,-2.3164184598919904,-0.9347102374652689,-0.9347102374652689,-0.9347102374652689,0.01429606020182813,0.01429606020182813,0.01429606020182813,-0.007858577862163619,-0.007858577862163619,-0.007858577862163619,-1.8135080175756708,-1.8135080175756708,-1.8135080175756708,-3.0263002759055344,-3.0263002759055344,-3.0263002759055344,1.212792258329863,1.212792258329863,1.212792258329863,0.0,0.0,0.0,135.69664898596372
27,2021-02-11,137.56868898729707,134.57995892607838,136.13650088729577,137.56868898729707,137.56868898729707,0.8115102934698686,0.8115102934698686,0.8115102934698686,-1.3804292489483059,-1.3804292489483059,-1.3804292489483059,-2.1992482198314622,-2.1992482198314622,-2.1992482198314622,-0.8874580946644249,-0.8874580946644249,-0.8874580946644249,0.25972774445883096,0.25972774445883096,0.25972774445883096,-0.007553825835660856,-0.007553825835660856,-0.007553825835660856,-2.2513785918747833,-2.2513785918747833,-2.2513785918747833,-3.4034513513511544,-3.4034513513511544,-3.4034513513511544,1.1520727594763713,1.1520727594763713,1.1520727594763713,0.0,0.0,0.0,135.31731039542228
28,2021-02-12,137.62722097105475,134.79932465371274,136.37725130772884,137.62722097105475,137.62722097105475,0.38209932250963347,0.38209932250963347,0.38209932250963347,-1.175168676857679,-1.175168676857679,-1.175168676857679,-2.0235086973983165,-2.0235086973983165,-2.0235086973983165,-0.8501592068574247,-0.8501592068574247,-0.8501592068574247,0.4336772633606801,0.4336772633606801,0.4336772633606801,-0.0075363069745671895,-0.0075363069745671895,-0.0075363069745671895,-2.030544612166618,-2.030544612166618,-2.030544612166618,-3.240596302217674,-3.240596302217674,-3.240596302217674,1.2100516900510556,1.2100516900510556,1.2100516900510556,0.0,0.0,0.0,135.59667635888815
29,2021-02-16,137.86134890608548,132.75966464225036,134.27625960350306,137.86134890608548,137.86134890608548,-0.547249229194263,-0.547249229194263,-0.547249229194263,-3.1865766112011475,-3.1865766112011475,-3.1865766112011475,-1.8586697474145835,-1.8586697474145835,-1.8586697474145835,-0.8202411368133281,-0.8202411368133281,-0.8202411368133281,0.9446679221997083,0.9446679221997083,0.9446679221997083,-0.011995081298480951,-0.011995081298480951,-0.011995081298480951,-4.3135277900246605,-4.3135277900246605,-4.3135277900246605,-5.480063883722095,-5.480063883722095,-5.480063883722095,1.1665360936974347,1.1665360936974347,1.1665360936974347,0.0,0.0,0.0,133.54782111606082
