,Date,Open,High,Low,Close,Adj Close,Volume,RSI_14_Day,Moving Average Convergence Divergence_MACD,True Strength Index TSI,SMA_20,SMA_50,Vol_Avg,Vol_Avg_Ind
44,2020-11-03,3018.530029296875,3074.89990234375,2980.97998046875,3048.409912109375,3048.409912109375,4897900,40.93419513990739,-30.411161277656902,-9.17343793922759,3224.0339599609374,,5519010.0,-533921.9638752368
45,2020-11-04,3159.989990234375,3244.85009765625,3139.72998046875,3241.159912109375,3241.159912109375,6839000,52.65147997734855,-20.789446696816412,-6.573460420861838,3226.3074584960937,,5743640.0,-1040395.7066958878
46,2020-11-05,3319.969970703125,3366.800048828125,3288.8798828125,3322.0,3322.0,5789300,56.54504341609697,-6.72821773961914,-3.089759185044965,3232.8799560546877,,5901370.0,-1873705.8952753784
47,2020-11-06,3304.639892578125,3322.0,3232.0,3311.3701171875,3311.3701171875,4647300,55.894174137448154,3.5324917974576238,-0.6348226818652453,3234.115966796875,,6019430.0,-7320626.897490864
48,2020-11-09,3231.030029296875,3289.0,3112.110107421875,3143.739990234375,3143.739990234375,7190400,46.75449618152629,-1.5585535968843942,-1.6461649122945923,3219.1564697265626,,6148350.0,-4367970.636658321
49,2020-11-10,3095.02001953125,3114.0,3019.47998046875,3035.02001953125,3035.02001953125,6591000,41.96199316918918,-14.029440099313888,-4.187910357838283,3198.7259765625,3191.1019873046876,6378350.0,-1573815.9217434025
50,2020-11-11,3061.780029296875,3139.14990234375,3050.0,3137.389892578125,3137.389892578125,4366900,47.426527944260464,-15.620107643768279,-4.353272904725027,3187.4099731445312,3183.8673828125,6256210.0,-1003130.3103603227
51,2020-11-12,3159.949951171875,3175.8798828125,3086.050048828125,3110.280029296875,3110.280029296875,4362000,46.18632166267473,-18.813445860561387,-4.892278442821293,3175.9914794921874,3175.443984375,6032760.0,-891609.1042202639
52,2020-11-13,3122.0,3141.719970703125,3085.389892578125,3128.81005859375,3128.81005859375,3756200,47.202613603300996,-19.644833053578623,-5.00159351693715,3168.796484375,3170.660185546875,5569740.0,-751000.6535477522
53,2020-11-16,3093.199951171875,3142.699951171875,3072.68994140625,3131.06005859375,3131.06005859375,3808700,47.33267791154987,-19.894784922039435,-5.050579958535746,3164.9889892578126,3167.388984375,5224870.0,-754111.4151777949
54,2020-11-17,3183.5400390625,3189.25,3135.260009765625,3135.659912109375,3135.659912109375,3444700,47.616786274001655,-19.501367940412365,-5.011768154073638,3160.921484375,3167.105380859375,5079550.0,-687322.2970619855
55,2020-11-18,3134.0,3140.0,3105.10009765625,3105.4599609375,3105.4599609375,2916800,45.867368529003606,-21.349558363606775,-5.454840605912515,3156.9474853515626,3163.8423779296877,4687330.0,-534717.7325105474
56,2020-11-19,3105.31005859375,3125.0,3080.919921875,3117.02001953125,3117.02001953125,3010300,46.67498086580255,-21.64205761155381,-5.614483338108633,3153.9784912109376,3162.680576171875,4409430.0,-536166.8774698133
57,2020-11-20,3117.02001953125,3132.889892578125,3098.050048828125,3099.39990234375,3099.39990234375,3374400,45.55926413299272,-23.014681962548366,-6.03785826658488,3148.7284912109376,3162.3441748046876,4282140.0,-558873.6686110753
58,2020-11-23,3116.699951171875,3139.75,3065.4599609375,3098.389892578125,3098.389892578125,4708900,45.49213553358976,-23.907024340020143,-6.411644030806969,3143.2959838867187,3162.2525732421873,4033990.0,-734429.4189406735
59,2020-11-24,3100.5,3134.25,3086.260009765625,3118.06005859375,3118.06005859375,3602100,47.12608817023342,-22.778483447150847,-6.33750667428176,3134.8824829101563,3161.4911767578124,3735100.0,-568378.0996425116
60,2020-11-25,3141.8701171875,3198.0,3140.260009765625,3185.070068359375,3185.070068359375,3790400,52.36480129126639,-16.334361715523755,-4.905972354866696,3135.9969848632813,3163.630576171875,3677450.0,-772609.3271275663
61,2020-11-27,3211.260009765625,3216.18994140625,3190.050048828125,3195.340087890625,3195.340087890625,2392900,53.1312495134482,-10.286912895435762,-3.490405178636994,3135.213488769531,3167.3627783203124,3480540.0,-685565.1070671484
62,2020-11-30,3208.47998046875,3228.389892578125,3125.550048828125,3168.0400390625,3168.0400390625,4063900,50.79174024193591,-7.593915571046182,-2.836090451959209,3141.807995605469,3171.625380859375,3511310.0,-1432923.268435463
63,2020-12-01,3188.5,3248.949951171875,3157.179931640625,3220.080078125,3220.080078125,4537000,54.871068601238626,-1.274244083969279,-1.164130233742767,3152.588000488281,3176.8175830078126,3584140.0,-3897330.271556646
64,2020-12-02,3221.64990234375,3232.0,3173.260009765625,3203.530029296875,3203.530029296875,3129300,53.35617647857632,2.379188422397874,-0.11972853935009808,3160.3440063476564,3178.3083837890626,3552600.0,-26136625.544638254
65,2020-12-03,3205.4599609375,3228.639892578125,3181.31005859375,3186.72998046875,3186.72998046875,2892000,51.79300945803369,3.8817745431065305,0.38386349731380387,3157.622509765625,3182.04578125,3550120.0,7533928.12871661
66,2020-12-04,3198.2099609375,3198.2099609375,3158.760009765625,3162.580078125,3162.580078125,2913600,49.54593120323537,3.0984822848595286,0.25079892953302585,3149.651513671875,3184.90158203125,3540450.0,11617274.465345474
67,2020-12-07,3156.47998046875,3180.760009765625,3141.68994140625,3158.0,3158.0,2751300,49.11075429190705,2.0859440197095864,0.02894423836460584,3141.9830078125,3186.158984375,3478140.0,95055187.33442986
68,2020-12-08,3158.89990234375,3184.1298828125,3120.02001953125,3177.2900390625,3177.2900390625,3286300,51.0604322583179,2.800646657683046,0.3161487796685629,3143.660510253906,3186.2237841796873,3335880.0,10394789.451489324
69,2020-12-09,3167.889892578125,3174.429931640625,3088.0,3104.199951171875,3104.199951171875,4100800,44.15725536947345,-2.4771333412741114,-1.2917099486323507,3147.1195068359375,3185.410185546875,3385750.0,-3174706.5231957724
70,2020-12-10,3088.989990234375,3142.10009765625,3076.0,3101.489990234375,3101.489990234375,3030200,43.920162939573345,-6.7990081038451535,-2.698876829317691,3145.32451171875,3184.4653857421877,3309730.0,-1122763.3536600007
71,2020-12-11,3096.659912109375,3118.669921875,3072.820068359375,3116.419921875,3116.419921875,3064700,45.6515039582517,-8.92074859247441,-3.4696816393115406,3145.6315063476563,3182.368583984375,3376910.0,-883279.8851851153
72,2020-12-14,3143.0,3190.469970703125,3126.0,3156.969970703125,3156.969970703125,4155800,50.15277445306216,-7.25744352091624,-2.9647164860779545,3147.039501953125,3183.0079833984373,3386100.0,-1401752.9229237493
73,2020-12-15,3181.010009765625,3188.5,3130.489990234375,3165.1201171875,3165.1201171875,3319500,51.030645402823886,-5.223468238667465,-2.306401304010174,3148.7425048828127,3182.32638671875,3264350.0,-1439255.1696135171
74,2020-12-16,3176.010009765625,3247.0,3163.679931640625,3240.9599609375,3240.9599609375,4427600,58.37653815074299,2.461995278937138,0.453391284603682,3154.0075073242188,3185.14638671875,3394180.0,9765516.343946157
75,2020-12-17,3250.0,3263.510009765625,3221.0,3236.080078125,3236.080078125,3474300,57.775967538889894,8.0668508841527,2.5679443064308622,3160.5385131835938,3185.954189453125,3452410.0,1352949.9028851076
76,2020-12-18,3243.989990234375,3249.419921875,3171.60009765625,3201.64990234375,3201.64990234375,5995700,53.587065129205655,9.62625348350457,3.2577455906271173,3164.7700073242186,3186.1761865234375,3760620.0,1840444.513914859
77,2020-12-21,3200.010009765625,3226.969970703125,3166.0,3206.179931640625,3206.179931640625,3836800,54.05901919566096,11.09876894955869,3.959413679321315,3170.1090087890625,3184.566787109375,3869170.0,969032.3645741579
78,2020-12-22,3202.840087890625,3222.0,3180.080078125,3206.52001953125,3206.52001953125,2369400,54.09675719818144,12.15296340426039,4.555640853616548,3175.515515136719,3179.8385888671874,3777480.0,520102.4567419586
79,2020-12-23,3205.0,3210.1298828125,3184.169921875,3185.27001953125,3185.27001953125,2093800,51.26317017087009,11.148518839743247,4.340499392229094,3178.876013183594,3174.6713916015624,3576780.0,482386.88934010296
80,2020-12-24,3193.89990234375,3202.0,3169.0,3172.68994140625,3172.68994140625,1451900,49.6065851051468,9.232783859084066,3.72367246560149,3178.2570068359373,3170.8509912109375,3418950.0,389910.77045909635
81,2020-12-28,3194.0,3304.0,3172.68994140625,3283.9599609375,3283.9599609375,5686800,61.467432939775414,16.48789987543205,6.775490906192813,3182.6880004882814,3169.7571923828127,3681160.0,839319.2580042065
82,2020-12-29,3309.93994140625,3350.64990234375,3281.219970703125,3322.0,3322.0,4872900,64.5401743568346,25.01383801863267,10.354588175248725,3190.3859985351564,3170.7429931640627,3752870.0,470602.9749834014
83,2020-12-30,3341.0,3342.10009765625,3282.469970703125,3285.85009765625,3285.85009765625,3209300,59.67040995654474,28.528871850731775,11.854507558479781,3193.6744995117188,3172.3157958984375,3741850.0,270724.02494731377
84,2020-12-31,3275.0,3282.919921875,3241.199951171875,3256.929931640625,3256.929931640625,2957200,56.02821696317724,28.653650225004185,11.970401354464137,3196.3444946289064,3173.1141943359376,3594810.0,247042.67738668324
85,2021-01-04,3270.0,3272.0,3144.02001953125,3186.6298828125,3186.6298828125,4411400,48.30902664784692,22.823781546191185,9.499490658655112,3196.339489746094,3173.1479931640624,3688520.0,464382.79256380076
86,2021-01-05,3166.010009765625,3223.3798828125,3165.06005859375,3218.510009765625,3218.510009765625,2655500,51.56775842421065,20.536364093522025,8.51743318018132,3199.135986328125,3173.9901953125,3354500.0,311772.33138487267
87,2021-01-06,3146.47998046875,3197.510009765625,3131.159912109375,3138.3798828125,3138.3798828125,4394800,44.050710855649875,12.124830409065453,5.022673429102425,3198.15498046875,3172.669794921875,3410300.0,874992.185344085
88,2021-01-07,3157.0,3208.5400390625,3155.0,3162.159912109375,3162.159912109375,3514500,46.54122649541594,7.2916002512993146,3.0568339052470437,3197.398474121094,3171.7721923828126,3524810.0,1149718.9932260874
89,2021-01-08,3180.0,3190.639892578125,3142.199951171875,3182.699951171875,3182.699951171875,3537700,48.66675522949457,5.058847054509897,2.1473480797351265,3201.3234741210936,3169.69958984375,3669200.0,1647473.9393141945
90,2021-01-11,3148.010009765625,3156.3798828125,3110.0,3114.2099609375,3114.2099609375,3683400,42.58639401356932,-2.2070773471659777,-0.6880588142242049,3201.95947265625,3168.7281884765625,3892350.0,-5353321.436849959
91,2021-01-12,3120.0,3142.139892578125,3086.0,3120.830078125,3120.830078125,3514600,43.32348882438414,-7.3468521356253405,-2.6899478942309463,3202.17998046875,3166.92458984375,3675130.0,-1306568.0593805038
92,2021-01-13,3128.43994140625,3189.949951171875,3122.080078125,3165.889892578125,3165.889892578125,3321200,48.19833230339947,-7.6980545757014625,-2.8633717000268297,3202.6259765625,3169.5193896484375,3519960.0,-1159891.3267072104
93,2021-01-14,3167.52001953125,3178.0,3120.590087890625,3127.469970703125,3127.469970703125,3070900,44.67033278656313,-10.948257586861928,-4.122390614455357,3200.7434692382812,3171.979189453125,3506120.0,-744931.8337839564
94,2021-01-15,3123.02001953125,3142.550048828125,3095.169921875,3104.25,3104.25,4244000,42.638945034094164,-15.22106942172968,-5.7849651965493365,3193.9079711914064,3173.0959912109374,3634800.0,-733625.8483510836
95,2021-01-19,3107.0,3145.0,3096.0,3120.760009765625,3120.760009765625,3305100,44.56911606001608,-17.078931968007055,-6.5803903882988095,3188.1419677734375,3170.6879931640624,3524170.0,-502265.03367901983
96,2021-01-20,3181.989990234375,3279.800048828125,3175.0,3263.3798828125,3263.3798828125,5309800,57.78422684351558,-6.968831014175066,-2.712602450464794,3191.228466796875,3169.5155908203124,3789600.0,-1957456.02127956
97,2021-01-21,3293.0,3348.550048828125,3289.570068359375,3306.989990234375,3306.989990234375,4936100,60.85722572162703,4.508716255590571,1.49269169074254,3196.2689697265623,3169.42798828125,3843730.0,3306844.963774492
98,2021-01-22,3304.31005859375,3321.909912109375,3283.159912109375,3292.22998046875,3292.22998046875,2821900,59.28428832927834,12.272758089681702,4.28351366414967,3200.5544677734374,3172.3977880859375,3774470.0,658781.6034340075
99,2021-01-25,3328.5,3363.889892578125,3243.14990234375,3294.0,3294.0,3749800,59.419741816167914,18.35693174867447,6.520677798369198,3205.990966796875,3177.5773876953126,3795680.0,575062.917682854
100,2021-01-26,3296.360107421875,3338.0,3282.8701171875,3326.1298828125,3326.1298828125,2955200,61.89770612990109,25.47656663754651,9.161891251303494,3213.6629638671875,3181.3521875,3722860.0,322553.4902064629
101,2021-01-27,3341.489990234375,3346.52001953125,3207.080078125,3232.580078125,3232.580078125,4660200,51.950744464739785,23.304292223119774,8.339975537298278,3211.0939697265626,3183.7981884765627,3837420.0,558778.6174142262
102,2021-01-28,3235.0400390625,3301.679931640625,3228.68994140625,3237.6201171875,3237.6201171875,3149200,52.394606246069195,21.738704453047376,7.829289173490397,3206.8749755859376,3185.9743896484374,3820220.0,402233.19514918956
103,2021-01-29,3230.0,3236.989990234375,3184.550048828125,3206.199951171875,3206.199951171875,4293600,49.33493407055666,17.758688097678714,6.464840912962731,3202.892468261719,3187.4771875,3942490.0,664146.2733276004
104,2021-02-01,3242.360107421875,3350.260009765625,3235.030029296875,3342.8798828125,3342.8798828125,4160200,60.21809110128671,25.33817523093103,8.940610700510323,3207.1899658203124,3191.6215869140624,3934110.0,465314.97001234366
105,2021-02-02,3380.0,3427.739990234375,3361.1298828125,3380.0,3380.0,7098600,62.56966823738667,33.94809374355145,11.727006042506122,3216.8584716796877,3197.1123876953125,4313460.0,605320.7420777446
106,2021-02-03,3425.010009765625,3434.0,3308.6201171875,3312.530029296875,3312.530029296875,7088800,56.08073676972271,34.92595229187509,11.845715606017293,3221.55947265625,3201.022587890625,4491360.0,598427.3332038368
107,2021-02-04,3330.0,3347.0,3277.75,3331.0,3331.0,3670700,57.38368045019283,36.767099085896916,12.3627326455563,3231.190478515625,3205.65458984375,4364820.0,296916.5560107302
108,2021-02-05,3319.0,3377.0,3302.7099609375,3352.14990234375,3352.14990234375,3620800,58.88775256488161,39.47739172957836,13.249336891626545,3240.689978027344,3210.7297900390627,4444710.0,273281.60115607834
109,2021-02-08,3358.5,3365.0,3304.0,3322.93994140625,3322.93994140625,3257400,55.95073972500202,38.82125214711141,13.08539300911565,3247.7019775390627,3214.8273876953126,4395470.0,248934.0593538768
110,2021-02-09,3312.489990234375,3338.0,3297.840087890625,3305.0,3305.0,2203500,54.16397997141473,36.433916088501974,12.421489115988368,3257.2414794921874,3217.225986328125,4320300.0,177394.18997387006
111,2021-02-10,3314.0,3317.949951171875,3254.0,3286.580078125,3286.580078125,3151600,52.31662030972343,32.67913839158564,11.335742161302276,3265.5289794921873,3219.0507861328124,4169440.0,278023.2608641071
112,2021-02-11,3292.0,3292.0,3248.06005859375,3262.1298828125,3262.1298828125,2301400,49.88449632170161,27.414805532060655,9.72052779857461,3270.3409790039063,3220.9325830078124,4084660.0,236756.69137404973
113,2021-02-12,3250.0,3280.25,3233.31005859375,3277.7099609375,3277.7099609375,2335300,51.43385387830942,24.220585803081576,8.787305791485352,3277.852978515625,3222.0851806640626,3888830.0,265758.36273534934
114,2021-02-16,3254.050048828125,3308.300048828125,3253.590087890625,3268.949951171875,3268.949951171875,2574700,50.488719513940815,20.743261086351595,7.750114578163315,3286.0879760742187,3223.3935791015624,3730280.0,332214.44328764663
115,2021-02-17,3263.60009765625,3320.909912109375,3259.5,3308.639892578125,3308.639892578125,3297500,54.562688036482676,20.94822960301417,7.9424507770671795,3295.481970214844,3225.83177734375,3350170.0,415174.1184875975
116,2021-02-18,3282.419921875,3338.0,3273.93994140625,3328.22998046875,3328.22998046875,3027400,56.46672536053878,22.432650285214095,8.627543655168276,3298.724475097656,3229.144775390625,2944030.0,350899.4125096608
117,2021-02-19,3328.22998046875,3333.5,3245.75,3249.89990234375,3249.89990234375,4305200,47.83520457420881,17.092116074268233,6.686374736621373,3295.869970703125,3230.9827734375,3007480.0,643876.565341209
118,2021-02-22,3208.1298828125,3232.320068359375,3172.260009765625,3180.739990234375,3180.739990234375,3515700,41.76482387107698,7.19666676693123,2.999756515804146,3290.2954711914062,3231.0517724609376,2996970.0,1171995.1207631745
119,2021-02-23,3127.030029296875,3204.72998046875,3093.60009765625,3194.5,3194.5,4677200,43.306352811605414,0.4593817005634264,0.4829065764823409,3285.3204711914063,3232.8577734375,3138950.0,9685517.298336146
120,2021-02-24,3166.75,3171.22998046875,3125.3798828125,3159.530029296875,3159.530029296875,3011300,40.38083470191903,-7.613740761548343,-2.5491825972378592,3276.990478515625,3234.01857421875,3219730.0,-1181280.6204086216
121,2021-02-25,3136.739990234375,3178.260009765625,3047.760009765625,3057.159912109375,3057.159912109375,4533800,33.29093906662072,-22.017705974408727,-7.791683612074561,3268.2194702148436,3232.8333740234375,3357950.0,-581876.8093938123
122,2021-02-26,3095.199951171875,3122.43994140625,3036.699951171875,3092.929931640625,3092.929931640625,4275900,37.42517140106848,-30.198692656581898,-10.72218809062141,3260.9849609375,3231.5525732421875,3555400.0,-398789.8704873576
123,2021-03-01,3127.889892578125,3149.56005859375,3097.989990234375,3146.139892578125,3146.139892578125,2729100,43.076612852404544,-32.019756986497214,-11.325759829288922,3257.9819580078124,3231.17296875,3594780.0,-240963.96543236112
124,2021-03-02,3143.469970703125,3163.52001953125,3087.1201171875,3094.530029296875,3094.530029296875,2595800,39.36319080777228,-37.19838681716419,-13.057522712784369,3245.5644653320314,3228.2443701171874,3596890.0,-198797.28008885653
125,2021-03-03,3081.179931640625,3107.780029296875,2995.0,3005.0,3005.0,3988700,33.90317568330927,-47.973386693425255,-16.478475036930785,3226.8144653320314,3223.6227685546874,3666010.0,-242055.16536334294
126,2021-03-04,3012.0,3058.1298828125,2945.429931640625,2977.570068359375,2977.570068359375,5481600,32.41946221588532,-58.05664943310967,-19.68763707475791,3210.0664672851562,3219.141171875,3911430.0,-278428.53762415797
127,2021-03-05,3005.0,3009.0,2881.0,3000.4599609375,3000.4599609375,5388600,34.97676382305015,-63.46913206073896,-21.445759092579028,3193.5394653320313,3215.0267724609375,4019770.0,-251266.46143594148
128,2021-03-08,3015.0,3064.590087890625,2951.31005859375,2951.949951171875,2951.949951171875,4185000,32.19617437762125,-70.85594737023257,-23.8149075089467,3173.5294677734373,3209.93537109375,4086700.0,-175730.26468516808
129,2021-03-09,3017.989990234375,3090.9599609375,3005.14990234375,3062.85009765625,3062.85009765625,4030000,43.29472244009757,-66.9894902040669,-22.11755148758504,3160.5249755859377,3207.48697265625,4021980.0,-182208.23413758562
130,2021-03-10,3098.449951171875,3116.4599609375,3030.050048828125,3057.639892578125,3057.639892578125,3012500,42.93911370019673,-63.61241110419223,-20.920633257686806,3148.1569702148436,3205.1859716796876,4022100.0,-143996.59718202488
131,2021-03-11,3104.010009765625,3131.780029296875,3082.929931640625,3113.590087890625,3113.590087890625,2776400,47.889032506793114,-55.778517720737455,-18.292662291081157,3139.507470703125,3201.77857421875,3846360.0,-151776.70455074616
132,2021-03-12,3075.0,3098.97998046875,3045.5,3089.489990234375,3089.489990234375,2421900,46.03650860330215,-50.92764944585542,-16.733573496395262,3130.8754760742186,3197.1283740234376,3660960.0,-144732.98249902955
133,2021-03-15,3074.570068359375,3082.239990234375,3032.090087890625,3081.679931640625,3081.679931640625,2913600,45.42327440222583,-47.169743567595106,-15.659431010575103,3121.073974609375,3193.044970703125,3679410.0,-186060.40015326175
134,2021-03-16,3104.969970703125,3128.909912109375,3075.860107421875,3091.860107421875,3091.860107421875,2538800,46.425052225661695,-42.875896365842436,-14.491160064089623,3112.219482421875,3189.74357421875,3673710.0,-175196.46382841156
135,2021-03-17,3073.219970703125,3173.050048828125,3070.219970703125,3135.72998046875,3135.72998046875,3118600,50.63055537921543,-35.52365741810854,-12.246458661526063,3103.5739868164064,3188.725576171875,3586700.0,-254653.20924142026
136,2021-03-18,3101.0,3116.6298828125,3025.0,3027.989990234375,3027.989990234375,3649600,41.92619449081058,-37.95296118677879,-12.887810533975044,3088.5619873046876,3184.91517578125,3403500.0,-283182.3132702695
137,2021-03-19,3029.22998046875,3077.2900390625,3016.6298828125,3074.9599609375,3074.9599609375,4625400,46.263514793110595,-35.67693999225867,-12.039119244863027,3079.814990234375,3183.64677734375,3327180.0,-384197.54019577574
138,2021-03-22,3067.85009765625,3126.580078125,3060.050048828125,3110.8701171875,3110.8701171875,2902200,49.37648655784138,-30.62258905267845,-10.35636709198561,3076.321496582031,3182.6209814453123,3198900.0,-280233.40368514933
